lubienski, 0.9689457479562587	
burton, 0.9451795145470271	
gibbon, 0.9320515519378757	
meredith, 0.930152241330702	
roget, 0.9296806705404432	
shakespeare, 0.9283348084460741	
joyce, 0.9096078190312269	
motley, 0.9045065417541592	
dickens, 0.8986395264305743	
rabelais, 0.8877019994522048	
schiller, 0.8847712341162123	
dumas, 0.8792071030353087	
verne, 0.8785672684915551	
tolstoi, 0.8755827381206963	
macaulay, 0.8753882152733461	
montaigne, 0.8752677829755607	
hugo, 0.873650627157904	
cruttwel, 0.8722161546132295	
scott, 0.8699760447165291	
lewis & clark, 0.8694377282782036	
poe, 0.8692424648958054	
chaucer, 0.8687129829839241	
darwin, 0.8653736722306525	
hardy, 0.8645567224903018	
pepys, 0.8627666698555438	
plutarch, 0.8606201393798606	
kipling, 0.8598648714334322	
johnson, 0.8592984142239308	
shelley, 0.8540567951318458	
frazer, 0.8511304892694899	
dante, 0.8468947193623381	
maupassant, 0.8421605484298983	
trollope, 0.8417554652312425	
melville, 0.8375705392983885	
doyle, 0.8355966483675238	
hooker, 0.8338754065549162	
mcgee, 0.8323424494649228	
bronte, 0.8317473533959795	
bourrienne, 0.831129736748908	
davinci, 0.8279245767060031	
bulfinch, 0.8270858524788391	
suetonius, 0.8266042273129983	
thackeray, 0.8220147851146473	
wells, 0.8216789964618848	
hawthorne, 0.8215134459036898	
cervantes, 0.8203627107858734	
elliot, 0.8192739956078026	
ginzberg, 0.8192603393425238	
ariosto, 0.8182445011376956	
twain, 0.8175168306576903	
proudhon, 0.8171172376873662	
lang, 0.8167122930517533	
kellerman, 0.8155741092832933	
smith, 0.8125871340370444	
bird, 0.8119761282102863	
jonson, 0.8073770491803278	
lincoln, 0.8057885906040269	
lytton, 0.805515734862448	
dostoyevsky, 0.8052248214035579	
webster, 0.8036766271559372	
sterne, 0.8032318032318032	
mcelroy, 0.8031110164074153	
thebaud, 0.8024700222589215	
long, 0.7993546073861599	
herodotus, 0.7978731910130327	
nietzsche, 0.7976468813636021	
constant, 0.7954829691753108	
barrow, 0.7940558173251178	
parkman, 0.7937604372248368	
grammaticus, 0.792348878714984	
skinner, 0.7916602907421576	
tacitus, 0.79147771696638	
proust, 0.790265969893144	
homer, 0.7902549209422395	
rawlinson, 0.7888372837924408	
milton, 0.7884240006789442	
creasy, 0.78829104249465	
fielding, 0.7872422880173616	
roosevelt, 0.7861847263603575	
gilbert  sullivan, 0.7838122217725617	
innes, 0.7826635278291576	
pegge, 0.7826428123038293	
paine, 0.7811314791403287	
wallace, 0.7806603773584906	
rabb, 0.7799705207992139	
niecks, 0.7790050660244165	
eliot, 0.7788517141676993	
adams, 0.7787012140470952	
rousseau, 0.7779941577409932	
maugham, 0.7774322886834137	
maccaffrey, 0.7772779479326187	
baker, 0.777241723506904	
donnelly, 0.7747993853508622	
lawrence, 0.7745923198316675	
smollett, 0.7724003722819189	
arbiter, 0.7722517436067752	
fletcher, 0.7718283098713188	
stoker, 0.771079258010118	
stowe, 0.7689696146664403	
alcott, 0.7677151120751988	
james, 0.7672	
huxley, 0.766509020844281	
irving, 0.7648643949930459	
leacock, 0.7641262643878619	
cellini, 0.7637616679752246	
shedlock, 0.7616273778101392	
sadlier, 0.7612504294057025	
sewell, 0.760093774420422	
virgil, 0.7596063730084348	
montgomery, 0.7595990164554568	
payne, 0.759235668789809	
marlowe, 0.758756038647343	
flaubert, 0.7587123729940176	
halleck, 0.7582151194110254	
mohammad, 0.7576425491135601	
livingstone, 0.754939601086244	
gorky, 0.7546719681908549	
burroughs, 0.7524304552892482	
thucydides, 0.7502796136248093	
koestlin, 0.7479062764656065	
williamson, 0.7459770114942529	
sinclair, 0.7456253089471082	
smyrnaeus, 0.7425106990014265	
butler, 0.7417598165663514	
amundsen, 0.7413845684659958	
dreiser, 0.740922072623419	
kropotkin, 0.740587986463621	
lonnrot, 0.7391304347826086	
watkin, 0.7387875800887137	
wharton, 0.7385282300697822	
locke, 0.7383792677910325	
lucan, 0.7382028985507246	
wodehouse, 0.7369837490942966	
henry, 0.7366867140513942	
cooper, 0.7364418651190714	
plato, 0.7357599916080982	
nordhoff, 0.7346714599560615	
boccaccio, 0.7332846563054136	
london, 0.7306616961789375	
haviland, 0.7301909792767168	
cook, 0.7301709873138444	
dubois, 0.7300436960460407	
detroyes, 0.7292920905127673	
veblen, 0.7287140340575455	
morris, 0.7284539909838239	
dana, 0.7275455298013245	
josephus, 0.7266704098820888	
forster, 0.7262849070955123	
bacon, 0.7255784061696658	
godden, 0.7251778698099183	
higginson, 0.7231620385147356	
lumb, 0.7213495575221239	
malory, 0.7205280528052805	
tennyson, 0.7183275261324041	
harris, 0.7164835164835165	
shaw, 0.7154757714419805	
austen, 0.7138062724221733	
kant, 0.7137628111273792	
slouschz, 0.7123971065103517	
pope, 0.7113908872901679	
baum, 0.7113450292397661	
jacobs, 0.7106392590919358	
wollstonecraft, 0.7104766696013081	
teresa of avila, 0.7098540145985401	
haggard, 0.7080433542498574	
muhlbach, 0.7073920756948551	
pfeiffer, 0.7073659398939305	
liszt, 0.7052783993681716	
dryden, 0.7051819780814504	
swift, 0.7036821930537809	
ebers, 0.7021646023845353	
kyd, 0.7020435069215557	
barclay, 0.6998153846153846	
gogol, 0.6996981231132695	
cather, 0.6991313503553567	
richardson, 0.6983695652173914	
augustine, 0.6975210970464135	
ketcham, 0.6973853910188768	
ward, 0.6973766788000502	
feis , 0.6969260954872466	
rohmer, 0.6962818003913894	
bagehot, 0.6961757311102289	
crane, 0.6957671957671958	
gladden, 0.6956409926706957	
